,Unnamed: 0,pickup_loc_lat,pickup_loc_lon,dropoff_loc_lat,dropoff_loc_lon,pickup_time_day_of_week_sin,pickup_time_day_of_week_cos,pickup_time_of_day_sin,pickup_time_of_day_cos
9556295,9556295,-73.9782943725586,40.778263092041016,-73.98105621337889,40.78459548950195,0.8660254037844387,-0.4999999999999998,-0.848048096156426,-0.529919264233205
4661867,4661867,-73.98294067382812,40.77333831787109,-73.94683837890625,40.834991455078125,-0.8660254037844386,0.5000000000000001,-0.0654031292301436,0.9978589232386036
7454754,7454754,-73.86308288574217,40.76955032348633,-73.98600006103516,40.758880615234375,-2.4492935982947064e-16,1.0,0.6122172800344493,-0.7906895737438434
4699590,4699590,-73.99392700195312,40.74169921875,-74.00700378417967,40.73640060424805,0.8660254037844386,0.5000000000000001,-0.9099612708765432,-0.4146932426562392
6178518,6178518,-74.00542449951173,40.74072647094727,-73.99765777587889,40.75397109985352,0.0,1.0,-0.9612616959383188,0.2756373558169994
2467446,2467446,-73.87456512451173,40.77412033081056,-74.00096130371092,40.74190139770508,-0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475
8913896,8913896,-73.98236083984375,40.77394485473633,-73.98299407958984,40.76700210571289,-2.4492935982947064e-16,1.0,-0.7132504491541817,-0.7009092642998508
8176328,8176328,-73.96865844726561,40.76737976074219,-73.95745086669923,40.78258895874024,1.2246467991473532e-16,-1.0,-0.5187732581605212,-0.8549118706729467
1615581,1615581,-73.98388671875,40.758033752441406,-73.99240112304686,40.74872589111328,-0.8660254037844384,-0.5000000000000004,-0.8890171414857365,-0.4578739151169567
6337669,6337669,-73.99211120605469,40.69512176513672,-74.00446319580078,40.71266555786133,0.8660254037844386,0.5000000000000001,0.7283709698824006,-0.6851829903263589
6828209,6828209,-73.9771957397461,40.753204345703125,-73.95329284667967,40.771427154541016,-0.8660254037844384,-0.5000000000000004,-0.887010833178222,0.4617486132350332
9528082,9528082,-73.97857666015625,40.7507209777832,-73.98796844482422,40.7600975036621,1.2246467991473532e-16,-1.0,-0.9978589232386036,-0.0654031292301436
6825261,6825261,-73.98612213134764,40.752220153808594,-73.9739532470703,40.74399185180664,-0.8660254037844384,-0.5000000000000004,-0.9006982393225882,0.4344452574044165
5644823,5644823,-73.98823547363281,40.72487258911133,-73.9925765991211,40.74943923950195,-2.4492935982947064e-16,1.0,-0.8788171126619658,0.4771587602596076
2755759,2755759,-73.94566345214845,40.77383041381836,-73.9832534790039,40.74708938598633,0.8660254037844386,0.5000000000000001,-0.8703556959398996,-0.4924235601034672
7917408,7917408,-73.9886016845703,40.7226448059082,-73.92247772216798,40.70630645751953,0.8660254037844387,-0.4999999999999998,-0.898794046299167,0.4383711467890774
3411864,3411864,-73.99024200439453,40.75867462158203,-73.97588348388672,40.751014709472656,-0.8660254037844386,0.5000000000000001,-0.5983246005706593,0.8012538126910604
2767276,2767276,-73.97109985351561,40.761417388916016,-73.86508178710938,40.77051544189453,1.2246467991473532e-16,-1.0,-0.5409744713679938,-0.8410390129643925
7838119,7838119,-73.95679473876953,40.770751953125,-73.96199798583984,40.755535125732415,0.8660254037844387,-0.4999999999999998,-0.848048096156426,-0.529919264233205
2306848,2306848,-74.00028228759764,40.730499267578125,-73.87690734863281,40.748268127441406,-0.8660254037844386,0.5000000000000001,0.4107188526134772,0.9117620435770886
8179370,8179370,-73.98139190673827,40.78093719482422,-73.98231506347656,40.77590560913086,1.2246467991473532e-16,-1.0,-0.5555702330196023,-0.8314696123025452
2739283,2739283,-73.99482727050781,40.71865081787109,-74.01065063476561,40.715328216552734,1.2246467991473532e-16,-1.0,-0.4067366430757998,-0.9135454576426012
3128125,3128125,-73.96273803710938,40.7724838256836,-73.97321319580078,40.76398849487305,0.8660254037844387,-0.4999999999999998,0.6560590289905073,-0.754709580222772
2278735,2278735,-73.96524047851561,40.759613037109375,-73.9713134765625,40.748329162597656,1.2246467991473532e-16,-1.0,-0.5187732581605222,0.8549118706729462
2039743,2039743,-73.98751068115233,40.7504997253418,-73.98312377929686,40.756797790527344,-0.8660254037844386,0.5000000000000001,-0.8949343616020253,0.4461978131098083
4292841,4292841,-74.00414276123048,40.72193908691406,-73.99227142333984,40.74372482299805,1.2246467991473532e-16,-1.0,-0.9799247046208296,-0.1993679344171973
7472065,7472065,-73.989990234375,40.76721954345703,-73.98384857177734,40.77552032470703,-2.4492935982947064e-16,1.0,0.3296906452627873,-0.9440890203927842
8451241,8451241,-73.9621353149414,40.77336502075195,-73.97308349609375,40.790321350097656,-0.8660254037844384,-0.5000000000000004,0.894934361602025,-0.4461978131098088
669282,669282,-73.99195861816406,40.72623443603516,-73.9836196899414,40.7259521484375,-2.4492935982947064e-16,1.0,0.8457278217039733,0.5336145159156115
2677768,2677768,-73.94640350341797,40.79206085205078,-73.96853637695312,40.76199722290039,-0.8660254037844386,0.5000000000000001,-0.6052939880428946,-0.7960020025346218
8494914,8494914,-73.98607635498048,40.74603271484375,-73.96862030029298,40.786331176757805,-0.8660254037844384,-0.5000000000000004,0.540974471367994,-0.8410390129643924
9547470,9547470,-73.98844909667967,40.75131607055664,-73.96463012695312,40.75740051269531,0.8660254037844387,-0.4999999999999998,-0.6915130557822693,-0.7223639620597556
6545464,6545464,-73.99712371826173,40.76256561279297,-74.01683807373048,40.70465469360352,0.8660254037844387,-0.4999999999999998,0.8929789434111371,-0.4500984410374348
5444864,5444864,-73.78864288330078,40.6412467956543,-73.81954193115233,40.690704345703125,-2.4492935982947064e-16,1.0,-0.9896513868196702,-0.1434926219911794
1135346,1135346,-73.97738647460938,40.758743286132805,-74.00513458251953,40.71914291381836,0.8660254037844386,0.5000000000000001,-0.872496007072797,-0.4886212414969553
9379310,9379310,-74.00242614746092,40.72914123535156,-74.00090026855469,40.7239990234375,0.8660254037844386,0.5000000000000001,-0.9288095528719243,-0.3705574375098359
98655,98655,-73.99320983886719,40.744136810302734,-73.91696166992188,40.75747299194336,-0.8660254037844384,-0.5000000000000004,0.5664062369248328,0.8241261886220157
10200254,10200254,-73.98336029052734,40.7735481262207,-74.00009155273438,40.76144027709961,-0.8660254037844386,0.5000000000000001,-0.6626200482157378,0.7489557207890019
9497907,9497907,-73.97770690917967,40.76367950439453,-73.9821014404297,40.77368927001953,0.8660254037844387,-0.4999999999999998,0.4771587602596086,-0.8788171126619653
4729628,4729628,-73.99764251708984,40.74196243286133,-73.94988250732422,40.82994842529297,0.8660254037844386,0.5000000000000001,-0.9702957262759964,-0.2419218955996677
3695934,3695934,-73.96138000488281,40.76861572265625,-73.95463562011719,40.778114318847656,0.0,1.0,-0.9807852804032304,-0.1950903220161286
961935,961935,-74.00662994384764,40.73115921020508,-73.99038696289062,40.740909576416016,0.0,1.0,-0.2249510543438649,-0.9743700647852352
7609777,7609777,-73.98464965820312,40.769355773925774,-73.99024963378906,40.751426696777344,-2.4492935982947064e-16,1.0,-0.9990482215818578,0.0436193873653357
1942949,1942949,-73.9785614013672,40.75678634643555,-74.00148773193358,40.719776153564446,-2.4492935982947064e-16,1.0,0.0174524064372834,-0.9998476951563912
2838822,2838822,-74.00799560546875,40.72394943237305,-74.0170669555664,40.70891571044922,0.8660254037844386,0.5000000000000001,-0.9743700647852352,0.2249510543438649
6329347,6329347,-74.01200866699219,40.70276641845703,-74.01363372802734,40.71359252929688,0.8660254037844386,0.5000000000000001,0.7906895737438435,-0.6122172800344491
7359969,7359969,-73.95677185058595,40.78097534179688,-73.95616149902342,40.76779174804688,-2.4492935982947064e-16,1.0,0.1391731009600654,0.9902680687415704
6922704,6922704,-73.99229431152342,40.72480392456056,-73.94747161865233,40.74752807617188,-0.8660254037844384,-0.5000000000000004,-0.0871557427476583,0.9961946980917455
2674511,2674511,-73.97518920898438,40.79021835327149,-73.98211669921875,40.773941040039055,-0.8660254037844386,0.5000000000000001,-0.5771451900372334,-0.816641555161679
3875886,3875886,-73.99606323242188,40.74342727661133,-73.96746826171875,40.80452346801758,1.2246467991473532e-16,-1.0,-0.7223639620597561,0.691513055782269
1548022,1548022,-73.98625946044923,40.740100860595696,-73.97562408447266,40.75556564331056,-0.8660254037844384,-0.5000000000000004,0.8410390129643925,-0.5409744713679938
3131246,3131246,-73.97823333740233,40.76649856567384,-73.99215698242188,40.73944091796875,0.8660254037844387,-0.4999999999999998,0.6293203910498377,-0.7771459614569707
243684,243684,-73.98564147949219,40.757678985595696,-73.99392700195312,40.7026481628418,-0.8660254037844384,-0.5000000000000004,-0.6327053285625159,-0.7743926440821857
6196741,6196741,-73.98786163330078,40.74821472167969,-73.93699645996092,40.716609954833984,0.0,1.0,-0.8767267557075079,0.4809887689193873
3612371,3612371,-73.95357513427734,40.78784942626953,-73.9424285888672,40.83244323730469,0.0,1.0,-0.7460573750616994,-0.6658816660008344
2306263,2306263,-73.94888305664062,40.781856536865234,-73.98137664794923,40.73975372314453,-0.8660254037844386,0.5000000000000001,0.4027466898587372,0.9153114791194472
10238431,10238431,-73.9875717163086,40.732585906982415,-73.97435760498048,40.78864288330078,-2.4492935982947064e-16,1.0,0.1175373974578376,0.9930684569549264
6155314,6155314,-73.99021911621094,40.75086212158203,-73.99308013916014,40.74224090576172,0.0,1.0,-0.9998476951563912,0.0174524064372831
4660734,4660734,-73.99977111816406,40.74267959594727,-74.00245666503906,40.7187385559082,-0.8660254037844386,0.5000000000000001,-0.0784590957278456,0.996917333733128
